,pelicula_id,puesto,crew_nombre,franquicia,compañia,pais,presupuesto_y,idioma_original,titulo_original,fecha_realizacion,recaudacion_y,duracion,año_realizacion,ganancia
27642616,21721,Director,Martin Davidson,Eddie and the Cruisers Collection,Aurora Productions,United States of America,0.0,en,Eddie and the Cruisers,1983-09-23,4786789.0,95.0,1983,inf
27642617,21721,Director,Martin Davidson,Eddie and the Cruisers Collection,Embassy Pictures,United States of America,0.0,en,Eddie and the Cruisers,1983-09-23,4786789.0,95.0,1983,inf
27642808,10345,Director,Rod Daniel,K-9 Collection,Universal Pictures,United States of America,17000000.0,en,K-9,1989-04-28,78247647.0,101.0,1989,4.602802764705882
27642809,10345,Director,Rod Daniel,K-9 Collection,Gordon Company,United States of America,17000000.0,en,K-9,1989-04-28,78247647.0,101.0,1989,4.602802764705882
27643924,10222,Director,Jean-Claude Van Damme,Kickboxer Collection,Kings Road Entertainment,United States of America,1500000.0,en,Kickboxer,1989-04-20,14697005.0,97.0,1989,9.798003333333334
27643926,10222,Director,David Worth,Kickboxer Collection,Kings Road Entertainment,United States of America,1500000.0,en,Kickboxer,1989-04-20,14697005.0,97.0,1989,9.798003333333334
27643928,10222,Director,Mark DiSalle,Kickboxer Collection,Kings Road Entertainment,United States of America,1500000.0,en,Kickboxer,1989-04-20,14697005.0,97.0,1989,9.798003333333334
27644104,9494,Director,Amy Heckerling,Look Who's Talking Collection,TriStar Pictures,United States of America,7500000.0,en,Look Who's Talking,1989-10-12,296000000.0,93.0,1989,39.46666666666667
27644105,9494,Director,Amy Heckerling,Look Who's Talking Collection,Management Company Entertainment Group (MCEG),United States of America,7500000.0,en,Look Who's Talking,1989-10-12,296000000.0,93.0,1989,39.46666666666667
27644232,9942,Director,David S. Ward,Major League Collection,Paramount Pictures,United States of America,11000000.0,en,Major League,1989-02-16,49797148.0,107.0,1989,4.527013454545455
27644233,9942,Director,David S. Ward,Major League Collection,Mirage Enterprises,United States of America,11000000.0,en,Major League,1989-02-16,49797148.0,107.0,1989,4.527013454545455
27644308,331,Director,Joe Johnston,Jurassic Park Collection,Universal Studios,United States of America,93000000.0,en,Jurassic Park III,2001-07-18,368780809.0,92.0,2001,3.9653850430107527
27644309,331,Director,Joe Johnston,Jurassic Park Collection,Amblin Entertainment,United States of America,93000000.0,en,Jurassic Park III,2001-07-18,368780809.0,92.0,2001,3.9653850430107527
27645268,19142,Director,Jim Wynorski,Swamp Thing Collection,Lightyear Entertainment,United States of America,0.0,en,The Return of Swamp Thing,1989-05-11,192816.0,84.0,1989,inf
27645332,41946,Director,Richard Lester,The Musketeers Collection,,France,0.0,en,The Return of the Musketeers,1989-08-24,0.0,102.0,1989,0.0
27645333,41946,Director,Richard Lester,The Musketeers Collection,,Spain,0.0,en,The Return of the Musketeers,1989-08-24,0.0,102.0,1989,0.0
27645334,41946,Director,Richard Lester,The Musketeers Collection,,United Kingdom,0.0,en,The Return of the Musketeers,1989-08-24,0.0,102.0,1989,0.0
27646547,10135,Director,Rowdy Herrington,Road House Collection,United Artists,United States of America,15000000.0,en,Road House,1989-05-19,30050028.0,114.0,1989,2.0033352
27646548,10135,Director,Rowdy Herrington,Road House Collection,Star Partners II Ltd.,United States of America,15000000.0,en,Road House,1989-05-19,30050028.0,114.0,1989,2.0033352
27646549,10135,Director,Rowdy Herrington,Road House Collection,Silver Pictures,United States of America,15000000.0,en,Road House,1989-05-19,30050028.0,114.0,1989,2.0033352
27647555,30666,Director,Jeff Burr,The Stepfather Collection,Incorporated Television Company (ITC),United States of America,0.0,en,Stepfather II: Make Room For Daddy,1989-11-03,1519796.0,93.0,1989,inf
27647556,30666,Director,Jeff Burr,The Stepfather Collection,Incorporated Television Company (ITC),United Kingdom,0.0,en,Stepfather II: Make Room For Daddy,1989-11-03,1519796.0,93.0,1989,inf
27647557,30666,Director,Jeff Burr,The Stepfather Collection,Part II Productions,United States of America,0.0,en,Stepfather II: Make Room For Daddy,1989-11-03,1519796.0,93.0,1989,inf
27647558,30666,Director,Jeff Burr,The Stepfather Collection,Part II Productions,United Kingdom,0.0,en,Stepfather II: Make Room For Daddy,1989-11-03,1519796.0,93.0,1989,inf
27647559,30666,Director,Jeff Burr,The Stepfather Collection,Millimeter Films,United States of America,0.0,en,Stepfather II: Make Room For Daddy,1989-11-03,1519796.0,93.0,1989,inf
27647560,30666,Director,Jeff Burr,The Stepfather Collection,Millimeter Films,United Kingdom,0.0,en,Stepfather II: Make Room For Daddy,1989-11-03,1519796.0,93.0,1989,inf
27649283,25155,Director,Joseph Ruben,The Stepfather Collection,Incorporated Television Company (ITC),United Kingdom,0.0,en,The Stepfather,1987-01-22,0.0,89.0,1987,0.0
27649284,25155,Director,Joseph Ruben,The Stepfather Collection,Incorporated Television Company (ITC),United States of America,0.0,en,The Stepfather,1987-01-22,0.0,89.0,1987,0.0
27649285,25155,Director,Joseph Ruben,The Stepfather Collection,Incorporated Television Company (ITC),Canada,0.0,en,The Stepfather,1987-01-22,0.0,89.0,1987,0.0
27653027,11342,Director,Steve Miner,Warlock Collection,New World Pictures,United States of America,7000000.0,en,Warlock,1989-06-01,0.0,103.0,1989,0.0
27653203,24126,Director,Anthony Hickox,Warlock Collection,Tapestry Films,United States of America,0.0,en,Warlock: The Armageddon,1993-05-01,0.0,98.0,1993,0.0
27653204,24126,Director,Anthony Hickox,Warlock Collection,Trimark Pictures,United States of America,0.0,en,Warlock: The Armageddon,1993-05-01,0.0,98.0,1993,0.0
27653851,8494,Director,Robert Klane,Weekend at Bernie's Collection,TriStar Pictures,United States of America,0.0,en,Weekend at Bernie's II,1993-07-09,0.0,97.0,1993,0.0
27653852,8494,Director,Robert Klane,Weekend at Bernie's Collection,Artimm,United States of America,0.0,en,Weekend at Bernie's II,1993-07-09,0.0,97.0,1993,0.0
27653887,27813,Director,Frank Henenlotter,Basket Case Collection,Basket Case Productions,United States of America,35000.0,en,Basket Case,1982-04-14,0.0,91.0,1982,0.0
27653931,9880,Director,Garry Marshall,The Princess Diaries Collection,Walt Disney Pictures,United States of America,37000000.0,en,The Princess Diaries,2001-08-03,165335153.0,115.0,2001,4.468517648648649
27653932,9880,Director,Garry Marshall,The Princess Diaries Collection,BrownHouse Productions,United States of America,37000000.0,en,The Princess Diaries,2001-08-03,165335153.0,115.0,2001,4.468517648648649
27653933,9880,Director,Garry Marshall,The Princess Diaries Collection,Bottom of the Ninth Productions,United States of America,37000000.0,en,The Princess Diaries,2001-08-03,165335153.0,115.0,2001,4.468517648648649
27660816,5175,Director,Brett Ratner,Rush Hour Collection,New Line Cinema,United States of America,90000000.0,en,Rush Hour 2,2001-08-03,347325802.0,90.0,2001,3.8591755777777776
27661072,4484,Director,Édouard Molinaro,La cage aux folles,United Artists,France,0.0,fr,La Cage aux folles,1978-10-25,20424259.0,99.0,1978,inf
27661073,4484,Director,Édouard Molinaro,La cage aux folles,Les Productions Artistes Associés,France,0.0,fr,La Cage aux folles,1978-10-25,20424259.0,99.0,1978,inf
27661074,4484,Director,Édouard Molinaro,La cage aux folles,Da Ma Produzione,France,0.0,fr,La Cage aux folles,1978-10-25,20424259.0,99.0,1978,inf
27661153,11684,Director,Édouard Molinaro,La cage aux folles,Les Productions Artistes Associés,France,0.0,fr,La Cage aux folles II,1980-12-10,6950125.0,101.0,1980,inf
27661154,11684,Director,Édouard Molinaro,La cage aux folles,Les Productions Artistes Associés,Italy,0.0,fr,La Cage aux folles II,1980-12-10,6950125.0,101.0,1980,inf
27661155,11684,Director,Édouard Molinaro,La cage aux folles,Da Ma Produzione,France,0.0,fr,La Cage aux folles II,1980-12-10,6950125.0,101.0,1980,inf
27661156,11684,Director,Édouard Molinaro,La cage aux folles,Da Ma Produzione,Italy,0.0,fr,La Cage aux folles II,1980-12-10,6950125.0,101.0,1980,inf
27661281,17169,Director,Buddy Van Horn,Philo & Clyde Collection,Warner Bros.,United States of America,0.0,en,Any Which Way You Can,1980-12-17,70687344.0,115.0,1980,inf
27661282,17169,Director,Buddy Van Horn,Philo & Clyde Collection,Malpaso Company,United States of America,0.0,en,Any Which Way You Can,1980-12-17,70687344.0,115.0,1980,inf
27661713,2770,Director,J.B. Rogers,American Pie Collection,Universal Pictures,United States of America,30000000.0,en,American Pie 2,2001-08-10,287553595.0,108.0,2001,9.585119833333334
27661714,2770,Director,J.B. Rogers,American Pie Collection,Liveplanet,United States of America,30000000.0,en,American Pie 2,2001-08-10,287553595.0,108.0,2001,9.585119833333334
27661715,2770,Director,J.B. Rogers,American Pie Collection,Zide-Perry Productions,United States of America,30000000.0,en,American Pie 2,2001-08-10,287553595.0,108.0,2001,9.585119833333334
27664917,8922,Director,Victor Salva,Jeepers Creepers Collection,United Artists,Germany,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664918,8922,Director,Victor Salva,Jeepers Creepers Collection,United Artists,United States of America,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664919,8922,Director,Victor Salva,Jeepers Creepers Collection,American Zoetrope,Germany,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664920,8922,Director,Victor Salva,Jeepers Creepers Collection,American Zoetrope,United States of America,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664921,8922,Director,Victor Salva,Jeepers Creepers Collection,Cinerenta Medienbeteiligungs KG,Germany,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664922,8922,Director,Victor Salva,Jeepers Creepers Collection,Cinerenta Medienbeteiligungs KG,United States of America,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664923,8922,Director,Victor Salva,Jeepers Creepers Collection,Cinerenta-Cinebeta,Germany,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664924,8922,Director,Victor Salva,Jeepers Creepers Collection,Cinerenta-Cinebeta,United States of America,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664925,8922,Director,Victor Salva,Jeepers Creepers Collection,VCL Communications,Germany,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27664926,8922,Director,Victor Salva,Jeepers Creepers Collection,VCL Communications,United States of America,10000000.0,en,Jeepers Creepers,2001-07-01,59217789.0,90.0,2001,5.9217789
27671317,16314,Director,Jon Turteltaub,3 Ninjas Collection,Touchstone Pictures,United States of America,0.0,en,3 Ninjas,1992-08-07,0.0,84.0,1992,0.0
27671621,18885,Director,Charles T. Kanganis,3 Ninjas Collection,TriStar Pictures,Japan,0.0,en,3 Ninjas Kick Back,1994-05-06,0.0,93.0,1994,0.0
27671622,18885,Director,Charles T. Kanganis,3 Ninjas Collection,TriStar Pictures,United States of America,0.0,en,3 Ninjas Kick Back,1994-05-06,0.0,93.0,1994,0.0
27671623,18885,Director,Charles T. Kanganis,3 Ninjas Collection,Sheen Productions,Japan,0.0,en,3 Ninjas Kick Back,1994-05-06,0.0,93.0,1994,0.0
27671624,18885,Director,Charles T. Kanganis,3 Ninjas Collection,Sheen Productions,United States of America,0.0,en,3 Ninjas Kick Back,1994-05-06,0.0,93.0,1994,0.0
27671625,18885,Director,Charles T. Kanganis,3 Ninjas Collection,Ben-Ami/Leeds Productions,Japan,0.0,en,3 Ninjas Kick Back,1994-05-06,0.0,93.0,1994,0.0
27671626,18885,Director,Charles T. Kanganis,3 Ninjas Collection,Ben-Ami/Leeds Productions,United States of America,0.0,en,3 Ninjas Kick Back,1994-05-06,0.0,93.0,1994,0.0
27700421,40508,Director,Shin Sang-ok,3 Ninjas Collection,TriStar Pictures,United States of America,0.0,en,3 Ninjas Knuckle Up,1995-04-07,0.0,85.0,1995,0.0
27700869,30379,Director,Brian Trenchard-Smith,Omega Code Series,Infinity Omnimedia,United States of America,0.0,en,Megiddo: The Omega Code 2,2001-09-07,0.0,104.0,2001,0.0
27700870,30379,Director,Brian Trenchard-Smith,Omega Code Series,TBN Films,United States of America,0.0,en,Megiddo: The Omega Code 2,2001-09-07,0.0,104.0,2001,0.0
27700875,30379,Director,Paul J. Lombardi,Omega Code Series,Infinity Omnimedia,United States of America,0.0,en,Megiddo: The Omega Code 2,2001-09-07,0.0,104.0,2001,0.0
27700876,30379,Director,Paul J. Lombardi,Omega Code Series,TBN Films,United States of America,0.0,en,Megiddo: The Omega Code 2,2001-09-07,0.0,104.0,2001,0.0
27701661,35200,Director,Irvin Kershner,A Man Called Horse Collection,United Artists,United States of America,0.0,en,The Return of a Man Called Horse,1976-06-28,0.0,129.0,1976,0.0
27701662,35200,Director,Irvin Kershner,A Man Called Horse Collection,Sandy Howard Productions,United States of America,0.0,en,The Return of a Man Called Horse,1976-06-28,0.0,129.0,1976,0.0
27702201,9398,Director,Ben Stiller,Zoolander Collection,Paramount Pictures,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702202,9398,Director,Ben Stiller,Zoolander Collection,Paramount Pictures,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702203,9398,Director,Ben Stiller,Zoolander Collection,Village Roadshow Pictures,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702204,9398,Director,Ben Stiller,Zoolander Collection,Village Roadshow Pictures,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702205,9398,Director,Ben Stiller,Zoolander Collection,NPV Entertainment,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702206,9398,Director,Ben Stiller,Zoolander Collection,NPV Entertainment,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702207,9398,Director,Ben Stiller,Zoolander Collection,Scott Rudin Productions,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702208,9398,Director,Ben Stiller,Zoolander Collection,Scott Rudin Productions,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702209,9398,Director,Ben Stiller,Zoolander Collection,Red Hour Productions,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702210,9398,Director,Ben Stiller,Zoolander Collection,Red Hour Productions,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702211,9398,Director,Ben Stiller,Zoolander Collection,Tenth Planet Productions,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702212,9398,Director,Ben Stiller,Zoolander Collection,Tenth Planet Productions,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702213,9398,Director,Ben Stiller,Zoolander Collection,VH1 Television,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702214,9398,Director,Ben Stiller,Zoolander Collection,VH1 Television,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702215,9398,Director,Ben Stiller,Zoolander Collection,Red Hour Films,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702216,9398,Director,Ben Stiller,Zoolander Collection,Red Hour Films,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702217,9398,Director,Ben Stiller,Zoolander Collection,MFP Munich Film Partners GmbH & Company I. Produktions KG,Germany,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27702218,9398,Director,Ben Stiller,Zoolander Collection,MFP Munich Film Partners GmbH & Company I. Produktions KG,United States of America,28000000.0,en,Zoolander,2001-09-28,60780981.0,89.0,2001,2.170749321428572
27735897,10866,Director,John Dahl,Joy Ride Collection,Regency Enterprises,United States of America,23000000.0,en,Joy Ride,2001-10-05,36642838.0,97.0,2001,1.5931668695652177
27735898,10866,Director,John Dahl,Joy Ride Collection,Epsilon Motion Pictures,United States of America,23000000.0,en,Joy Ride,2001-10-05,36642838.0,97.0,2001,1.5931668695652177
27735899,10866,Director,John Dahl,Joy Ride Collection,LivePlanet,United States of America,23000000.0,en,Joy Ride,2001-10-05,36642838.0,97.0,2001,1.5931668695652177
